Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:53: UserWarning: train_data has been renamed data
  warnings.warn("train_data has been renamed data")
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:58: UserWarning: test_data has been renamed data
  warnings.warn("test_data has been renamed data")
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:43: UserWarning: train_labels has been renamed targets
  warnings.warn("train_labels has been renamed targets")
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:48: UserWarning: test_labels has been renamed targets
  warnings.warn("test_labels has been renamed targets")
init done
6333333
Epoch 1: loss=1.94999
Epoch 47: loss=0.35433
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 48: loss=0.35428
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 49: loss=0.35433
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 50: loss=0.35424
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 51: loss=0.35422
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 52: loss=0.35439
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 53: loss=0.35425
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 54: loss=0.35428
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 55: loss=0.35419
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 56: loss=0.35430
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 57: loss=0.35424
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 58: loss=0.35419
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 59: loss=0.35427
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 60: loss=0.35393
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 61: loss=0.35441
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 62: loss=0.35414
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 63: loss=0.35421
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 64: loss=0.35424
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 65: loss=0.35433
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 66: loss=0.35428
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 67: loss=0.35433
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 68: loss=0.35412
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 69: loss=0.35411
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 70: loss=0.35445
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 71: loss=0.35426
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 72: loss=0.35428
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 73: loss=0.35444
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 74: loss=0.35447
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 75: loss=0.35430
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 76: loss=0.35420
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 77: loss=0.35429
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 78: loss=0.35440
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 79: loss=0.35428
Test accuracy: 0.905
Train accuracy: 0.900
Epoch 80: loss=0.35422
Test accuracy: 0.905
Train accuracy: 0.900
