Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:53: UserWarning: train_data has been renamed data
  warnings.warn("train_data has been renamed data")
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:58: UserWarning: test_data has been renamed data
  warnings.warn("test_data has been renamed data")
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:43: UserWarning: train_labels has been renamed targets
  warnings.warn("train_labels has been renamed targets")
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:48: UserWarning: test_labels has been renamed targets
  warnings.warn("test_labels has been renamed targets")
init done
3333333
Epoch 1: loss=2.30652
Train accuracy: 0.112
Epoch 26: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 27: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 28: loss=2.30118
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 29: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 30: loss=2.30114
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 31: loss=2.30117
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 32: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 33: loss=2.30116
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 34: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 35: loss=2.30117
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 36: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 37: loss=2.30116
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 38: loss=2.30117
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 39: loss=2.30116
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 40: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 41: loss=2.30118
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 42: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 43: loss=2.30117
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 44: loss=2.30116
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 45: loss=2.30115
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 46: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 47: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 48: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 49: loss=2.30117
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 50: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 51: loss=2.30116
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 52: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 53: loss=2.30117
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 54: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 55: loss=2.30116
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 56: loss=2.30115
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 57: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 58: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 59: loss=2.30117
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 60: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 61: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 62: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 63: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 64: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 65: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 66: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 67: loss=2.30118
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 68: loss=2.30115
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 69: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 70: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 71: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 72: loss=2.30117
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 73: loss=2.30116
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 74: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 75: loss=2.30117
Test accuracy: 0.114
Train accuracy: 0.112
Epoch 76: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 77: loss=2.30116
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 78: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 79: loss=2.30117
Test accuracy: 0.113
Train accuracy: 0.112
Epoch 80: loss=2.30117
Test accuracy: 0.114
Train accuracy: 0.112
