Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:53: UserWarning: train_data has been renamed data
  warnings.warn("train_data has been renamed data")
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:58: UserWarning: test_data has been renamed data
  warnings.warn("test_data has been renamed data")
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:43: UserWarning: train_labels has been renamed targets
  warnings.warn("train_labels has been renamed targets")
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:48: UserWarning: test_labels has been renamed targets
  warnings.warn("test_labels has been renamed targets")
init done
5333333
Epoch 1: loss=2.33858
Train accuracy: 0.807
Epoch 76: loss=0.69371
Test accuracy: 0.829
Train accuracy: 0.807
Epoch 77: loss=0.69371
Test accuracy: 0.829
Train accuracy: 0.807
Epoch 78: loss=0.69371
Test accuracy: 0.829
Train accuracy: 0.807
Epoch 79: loss=0.69371
Test accuracy: 0.829
Train accuracy: 0.807
Epoch 80: loss=0.69371
Test accuracy: 0.829
Train accuracy: 0.807
