Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:53: UserWarning: train_data has been renamed data
  warnings.warn("train_data has been renamed data")
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:58: UserWarning: test_data has been renamed data
  warnings.warn("test_data has been renamed data")
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:43: UserWarning: train_labels has been renamed targets
  warnings.warn("train_labels has been renamed targets")
/afs/crc.nd.edu/user/c/cschaef6/.local/lib/python3.7/site-packages/torchvision/datasets/mnist.py:48: UserWarning: test_labels has been renamed targets
  warnings.warn("test_labels has been renamed targets")
init done
6333333
Epoch 1: loss=1.77537
Epoch 36: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 37: loss=0.26422
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 38: loss=0.26422
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 39: loss=0.26422
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 40: loss=0.26422
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 41: loss=0.26422
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 42: loss=0.26422
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 43: loss=0.26422
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 44: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 45: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 46: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 47: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 48: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 49: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 50: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 51: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 52: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 53: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 54: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 55: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 56: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 57: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 58: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 59: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 60: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 61: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 62: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 63: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 64: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 65: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 66: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 67: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 68: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 69: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 70: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 71: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 72: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 73: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 74: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 75: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 76: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 77: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 78: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 79: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
Epoch 80: loss=0.26423
Test accuracy: 0.924
Train accuracy: 0.924
